NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25
20377762,B,A,B,A,B,B,C,B,D,C,C,D,A,C,C,C,B,A,B,C,A,A,D,A,B
10113741,B,B,B,B,B,B,B,B,A,A,B,C,A,A,C,B,B,A,D,B,A,A,D,D,B
20365285,B,D,C,A,A,C,A,C,B,C,A,A,D,A,A,A,A,A,B,A,A,B,A,A,A
10309624,B,B,B,A,A,D,C,B,A,A,C,D,A,B,C,C,D,C,A,C,A,A,D,D,B
10394954,B,D,B,C,B,B,D,D,A,D,C,B,A,A,D,A,C,B,D,B,C,C,D,C,B
20319469,B,B,D,A,C,C,D,C,C,C,D,B,B,C,D,C,D,B,C,C,B,A,C,A,C
10172086,B,C,C,A,B,A,A,B,D,A,D,B,D,B,C,A,C,A,C,A,A,A,D,A,C
20363177,B,B,B,C,B,C,C,A,B,B,D,A,C,C,C,C,C,D,C,B,D,A,D,D,D
10238081,B,A,B,A,B,D,C,B,D,D,B,A,C,B,C,C,B,D,D,C,A,A,D,D,D
20276184,B,A,D,C,A,A,C,B,D,B,D,C,D,A,B,C,D,C,D,C,A,C,D,D,A
10142074,B,C,B,A,B,A,B,B,C,A,B,D,B,C,B,C,A,D,C,A,B,B,A,B,C
10187288,B,A,B,C,B,D,C,B,D,A,C,A,B,B,D,C,B,A,B,B,A,A,B,D,B
10089679,B,A,B,A,B,D,C,A,D,C,D,A,B,B,A,C,C,C,A,B,A,A,D,A,B
20389873,B,D,B,C,B,B,A,B,D,C,A,A,A,B,A,A,B,D,A,B,B,B,C,A,D
20378067,B,A,B,D,B,D,C,B,A,D,C,B,D,A,D,C,C,D,C,D,A,A,D,D,C
20267370,B,A,B,D,B,D,C,D,C,A,C,A,A,B,C,C,B,A,C,B,A,A,D,A,B
10176254,B,A,B,C,A,D,B,A,A,B,C,B,D,C,B,A,B,A,B,C,B,A,D,A,B
10047348,B,A,B,B,C,D,C,A,A,A,C,A,A,C,B,A,A,B,C,C,B,C,D,C,A
20213773,B,C,B,A,C,D,B,B,D,D,A,A,B,A,C,B,D,A,C,C,A,B,C,A,B
10096595,B,A,B,C,A,D,C,B,B,A,B,C,A,C,D,A,C,D,B,C,A,A,D,C,B
10182270,B,D,B,D,D,C,D,B,D,A,C,B,B,C,A,C,B,C,C,A,C,A,D,B,B
20228729,B,D,B,B,B,D,D,B,A,A,B,A,A,B,D,C,B,C,D,B,A,A,D,A,B
10308626,B,B,C,C,D,A,A,B,D,D,B,B,A,A,C,A,C,A,C,B,D,B,A,C,D
20370316,B,D,B,B,C,B,C,A,D,C,B,A,B,D,C,C,B,A,D,B,A,A,D,B,B
20337214,B,D,B,B,A,C,C,A,D,A,B,A,B,A,A,C,A,A,C,C,B,D,D,C,C
10149336,B,D,B,A,C,B,B,A,A,B,B,A,B,A,C,A,B,A,B,D,C,C,B,A,A
10184912,B,A,D,C,B,A,C,B,C,A,C,A,A,C,C,A,A,A,C,A,C,A,D,D,B
10153380,B,A,D,B,C,A,C,A,C,C,C,A,C,B,B,C,A,B,C,B,B,C,D,A,C
20295416,B,C,B,D,B,B,C,B,D,C,D,A,A,C,C,C,C,A,B,C,A,A,D,D,D
20331695,B,D,D,D,A,A,B,B,D,D,D,B,B,A,A,C,D,A,C,B,A,B,D,B,D
10325868,B,B,C,D,B,C,C,C,D,A,C,D,C,C,C,C,C,A,B,B,C,A,D,C,B
10149646,B,B,B,C,B,B,D,B,D,A,B,A,B,B,B,B,B,D,D,B,B,B,C,A,B
10085471,B,B,B,D,D,A,C,A,A,A,D,A,A,C,D,C,C,A,D,B,A,A,D,D,B
10024935,B,B,B,B,A,B,A,C,B,C,C,A,A,B,A,B,B,A,D,B,C,B,D,C,B
3634958,B,C,B,A,B,C,C,B,C,A,C,A,A,B,A,B,B,C,C,A,A,A,D,B,B
10081071,B,D,D,D,B,A,B,C,A,B,D,B,B,C,C,A,D,A,C,A,C,C,D,B,B
20104080,B,B,B,B,D,B,C,C,B,A,C,B,A,C,C,A,C,B,B,B,C,A,D,D,B
20330605,B,A,A,B,C,A,A,C,D,D,D,A,D,A,D,C,A,C,B,B,B,B,D,D,A
10098391,B,A,B,A,B,B,B,B,B,B,A,A,A,A,A,A,D,A,C,C,A,A,D,A,B
20248877,B,B,A,B,A,B,C,A,A,A,C,D,A,A,A,B,D,B,C,A,B,A,C,A,B
10133645,B,D,B,D,D,D,C,C,C,B,B,A,A,A,D,A,C,C,D,C,A,A,B,A,B
10024570,B,A,D,B,D,D,C,B,A,A,C,A,A,B,C,A,C,A,B,A,A,A,D,D,B
20226838,B,C,B,D,B,D,A,B,D,C,D,A,D,D,A,C,B,A,C,D,D,B,D,C,C
