NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18,G4-LEG19,G4-LEG20,G4-LEG21,G4-LEG22,G4-LEG23,G4-LEG24
20292379,B,A,A,D,A,D,C,D,A,A,D,B,A,B,D,A,A,C,B,C,D,A,B,D
10106700,C,D,A,C,B,D,A,D,A,A,C,B,D,D,B,A,D,A,A,D,C,C,B,D
20139944,A,A,A,C,A,A,A,B,B,A,A,A,A,B,C,A,B,B,B,A,B,A,A,B
20215083,B,C,D,B,B,C,B,B,A,B,A,B,A,A,A,A,A,B,B,A,A,B,C,A
20398410,A,B,C,B,A,C,A,B,D,B,B,C,B,B,C,C,B,C,C,B,B,B,C,B
10054827,C,D,C,C,A,A,A,D,A,A,C,B,D,D,A,A,C,B,A,D,D,C,B,A
10087600,C,D,A,C,B,A,A,D,D,D,D,A,B,C,A,A,D,C,A,D,D,C,B,B
20396866,C,B,A,C,B,A,A,D,B,A,C,B,D,D,A,A,D,A,A,D,A,C,A,B
10044625,C,A,A,C,B,A,A,D,A,D,D,B,A,D,A,C,D,A,A,B,D,C,A,B
10043065,B,C,C,D,B,D,A,D,B,A,D,B,A,A,B,A,D,A,A,D,D,C,D,D
10025395,C,D,A,C,B,A,A,D,A,A,D,B,D,D,B,A,D,A,A,D,D,C,B,C
20396873,C,D,D,B,B,A,A,C,B,A,D,B,D,D,B,A,C,A,A,D,D,B,B,B
10050170,C,D,B,C,A,C,A,D,A,B,B,D,D,C,C,A,C,B,B,C,C,D,D,C
10131518,C,A,A,D,B,A,A,D,A,A,D,B,D,B,B,C,A,A,A,A,D,C,C,C
20398421,C,B,B,C,A,C,B,D,B,A,A,B,B,B,A,A,B,A,A,A,B,A,A,A
20396879,A,A,A,A,B,B,C,A,B,B,A,C,C,B,A,C,A,A,C,C,D,A,A,D
20189240,A,C,A,B,B,A,B,A,A,A,B,A,D,A,A,A,C,B,B,A,B,B,A,A
10468075,C,B,A,D,A,A,A,B,A,A,A,B,D,A,D,A,A,D,B,B,D,C,A,C
10467884,C,D,D,D,D,D,A,D,A,D,D,B,D,B,A,B,D,B,A,D,D,C,B,A
10348499,C,D,A,C,C,A,A,D,B,A,D,D,A,C,B,A,D,A,A,D,A,C,A,C
10044559,C,C,A,C,B,A,A,D,A,D,D,B,D,D,C,A,A,A,A,B,D,C,B,B
10147294,C,A,C,C,C,C,A,D,A,A,A,B,B,B,B,B,C,D,A,D,D,C,A,D
20396890,C,A,B,C,A,C,B,C,D,A,A,B,D,B,C,C,D,C,B,C,A,D,D,A
20386636,A,C,A,C,B,A,A,D,B,A,A,B,D,A,B,C,A,A,D,D,D,C,B,B
10514940,A,C,A,C,B,D,A,D,B,A,C,D,B,C,B,A,C,A,C,A,D,C,B,C
20409906,C,D,A,A,A,D,D,A,A,D,A,B,A,D,C,A,B,A,D,A,A,C,A,C
10025960,C,C,C,C,D,A,A,A,C,D,C,D,A,A,B,B,B,A,A,D,D,D,A,D
10419543,C,D,B,C,C,D,A,D,C,A,D,C,A,A,B,A,C,B,A,A,A,B,B,A
10468224,C,A,A,C,A,A,A,C,B,A,A,B,D,C,B,A,D,A,A,D,D,D,A,C
10148285,C,D,A,A,B,A,A,D,A,A,A,C,B,A,A,A,C,B,B,A,D,B,B,C
20297529,A,A,A,C,A,A,A,C,B,B,D,B,C,A,D,A,A,A,A,D,D,D,A,D
20333129,A,A,A,B,B,B,D,D,C,B,A,D,C,B,D,B,C,C,D,C,C,C,B,A
10010064,C,D,B,C,A,D,A,D,B,A,A,A,D,A,B,A,C,A,A,A,A,C,B,C
20309301,C,B,C,C,B,A,A,D,B,C,D,B,D,D,B,A,C,A,A,A,D,C,B,B
10381592,B,D,A,A,A,A,A,A,A,A,A,C,A,B,A,A,C,B,A,A,A,C,B,D
10176963,A,C,B,C,D,D,A,B,B,D,D,A,A,A,B,B,C,D,D,A,A,C,B,D
10468144,C,D,D,C,A,A,A,D,A,A,A,D,D,C,A,A,C,A,D,A,A,A,A,D
10123744,A,B,A,B,B,A,A,A,A,A,C,C,D,B,A,A,D,D,B,D,D,C,D,C
10286706,B,B,A,C,C,A,B,B,C,B,C,A,B,A,A,B,B,B,A,A,A,A,B,B
10038715,D,B,C,A,D,B,A,B,C,C,A,D,D,C,A,D,B,C,A,B,D,B,C,D
20317258,C,A,D,A,D,B,A,B,B,A,C,A,D,B,A,B,C,D,D,D,B,A,D,A
10286725,B,D,D,C,B,A,A,D,B,A,B,C,A,C,C,B,D,D,C,A,A,D,C,C
19898189,A,D,A,D,B,A,A,D,A,A,C,B,D,D,B,C,D,A,A,D,D,C,C,C
20297479,B,A,A,C,B,A,A,D,A,A,A,B,A,B,A,A,D,D,B,B,C,A,A,A
10286715,A,D,A,C,A,A,A,C,A,A,C,A,D,C,D,C,D,B,C,B,C,A,B,A
10021187,B,A,A,A,A,B,A,A,D,A,A,A,A,A,A,A,A,A,A,C,A,A,A,B
10045268,C,D,C,C,A,A,A,D,B,A,C,B,D,A,B,A,C,A,D,C,D,A,A,A
20312817,C,D,A,D,B,D,A,D,B,C,C,D,C,A,A,A,A,A,A,D,A,C,D,D
10510805,C,A,B,D,B,A,C,C,B,A,D,A,C,A,A,A,C,B,A,B,C,B,D,D
20297918,C,C,A,C,B,A,A,D,D,A,C,B,D,D,B,A,D,A,A,D,B,C,B,C
10057602,B,A,A,C,D,A,A,D,B,A,C,C,A,A,B,A,C,A,B,D,C,B,A,A
20297963,C,C,A,C,A,A,A,C,A,A,C,B,D,B,B,A,D,D,A,D,D,C,D,C
10380323,B,D,D,C,A,A,A,C,B,A,C,D,A,A,B,A,D,B,C,D,D,B,D,C
10178973,A,C,C,D,C,A,C,B,A,B,A,B,A,B,A,B,A,B,A,A,A,A,D,B
20398404,C,A,B,C,B,D,A,A,A,D,D,B,C,B,A,A,A,D,B,B,A,C,C,B
20409585,C,B,C,B,B,B,A,D,C,B,B,B,C,A,D,A,C,C,A,C,D,B,A,C
10037988,A,A,C,A,A,A,A,C,A,B,C,A,A,A,A,B,C,D,A,C,C,A,A,A
10044221,C,A,B,B,B,A,A,B,B,C,B,C,A,A,A,C,B,A,B,A,B,D,B,B
10320297,C,A,C,C,B,A,A,A,A,A,C,B,D,C,B,A,C,A,A,D,D,C,A,C
20377030,C,C,A,D,D,A,A,D,B,A,A,B,D,A,B,C,D,A,A,D,C,C,A,C
10354331,C,D,D,D,B,A,A,C,C,A,A,B,D,A,D,C,A,C,A,A,D,A,B,A
20216994,C,D,A,D,D,D,D,D,C,D,D,B,B,A,A,A,A,D,A,A,D,A,A,C
10045913,B,B,B,D,B,C,B,C,A,B,C,B,B,B,C,B,C,C,C,C,B,C,C,B
20359985,A,B,A,A,C,B,A,C,B,B,B,D,A,A,B,B,A,C,A,A,A,A,B,A
10038315,A,B,A,D,D,D,A,B,C,C,A,C,D,C,B,A,A,A,D,D,D,C,B,D
20409379,C,D,C,C,C,A,C,D,B,A,A,B,D,C,B,A,D,D,B,D,D,C,B,D
10176515,D,C,B,A,C,C,A,B,B,B,C,B,B,D,C,A,B,B,A,B,A,B,B,B
10103757,A,D,C,C,C,A,A,D,B,A,D,B,A,C,D,A,D,B,C,A,D,C,A,D
20195015,C,A,A,D,B,D,A,D,D,D,C,B,D,B,B,A,D,A,A,D,D,C,D,C
10151348,C,A,A,C,B,D,A,B,A,A,C,A,B,A,A,A,A,A,A,D,B,B,A,C
10064018,C,C,A,C,B,A,A,C,B,A,D,C,D,B,B,A,D,D,C,C,D,A,B,C
20094521,D,A,A,B,A,A,A,D,B,C,D,C,D,B,B,A,D,A,B,D,B,C,D,B
10100319,C,C,B,D,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A
10286700,C,D,A,C,C,D,A,B,B,A,D,B,D,B,B,A,C,A,A,D,D,C,A,B
20035214,A,A,D,B,B,C,A,D,A,D,B,B,D,C,B,B,B,B,A,A,B,A,B,D
10478207,A,D,A,C,B,A,A,D,D,D,A,B,B,A,B,A,D,A,A,C,D,B,A,C
10186211,C,C,A,C,A,C,A,D,D,A,A,D,D,D,C,A,D,A,A,D,D,B,B,C
10075008,C,C,A,C,B,A,C,D,B,A,D,C,D,B,B,A,D,B,A,A,D,D,A,C
20129514,C,A,A,A,D,A,B,A,D,A,A,A,D,C,B,A,D,A,B,C,A,A,A,D
10073011,D,D,A,C,B,A,A,C,B,D,A,B,B,B,B,A,D,B,C,D,D,C,D,B
20203749,B,C,A,B,B,D,A,D,B,C,D,A,D,D,B,D,D,C,D,C,D,A,A,C
10070969,A,D,C,C,A,A,A,B,B,A,C,B,C,A,B,A,D,A,A,C,D,C,D,D
20333165,C,D,C,C,A,D,A,A,B,A,D,D,A,B,B,A,D,A,A,C,D,B,A,D
20357572,A,D,A,A,A,A,A,D,C,A,C,B,C,A,A,A,D,A,A,A,A,A,A,A
10020879,A,A,A,C,B,A,C,D,C,A,D,B,D,A,B,A,D,D,A,D,D,C,A,C
20309366,C,D,A,C,C,A,A,D,D,A,C,B,D,D,B,A,D,A,A,D,D,C,A,C
10344596,B,B,A,C,D,D,A,D,C,D,D,A,B,A,B,A,D,A,A,A,D,A,B,C
20311576,C,C,C,C,C,A,A,C,A,A,A,B,D,B,B,B,D,A,B,C,D,D,A,B
10107254,C,C,A,C,C,A,A,D,B,A,D,B,D,B,B,A,D,A,A,D,D,C,B,C
20357573,B,B,A,C,B,B,A,D,D,D,C,A,C,A,D,B,C,A,A,A,D,C,B,B
10181572,C,B,C,C,A,A,A,B,A,A,A,A,C,B,D,A,C,A,A,A,D,C,B,C
10070378,C,B,C,C,B,A,A,D,B,A,D,B,D,D,B,A,D,B,A,D,D,C,A,D
20309431,A,A,D,C,B,D,A,C,C,D,D,D,C,A,B,B,C,C,B,A,A,C,D,D
10078620,C,A,A,C,C,C,A,D,B,A,D,B,A,B,B,A,D,A,D,D,D,C,B,C
20230812,A,D,A,C,A,A,A,D,A,B,A,D,D,A,B,A,D,A,A,D,D,C,A,B
20386408,A,B,C,B,A,B,A,D,A,D,C,C,C,C,C,C,C,C,C,C,C,C,C,C
10078992,A,D,B,B,A,A,A,D,B,C,A,B,D,A,B,A,C,B,A,D,D,C,A,C
10145462,D,D,A,C,D,A,A,C,B,C,D,B,D,D,B,A,C,A,A,D,D,C,B,B
10079692,C,D,A,C,B,A,A,D,B,A,D,B,B,D,B,A,C,A,A,D,A,C,B,D
10078892,C,D,A,B,B,A,A,D,C,A,D,C,D,B,B,A,A,A,A,A,D,C,A,B
10150114,C,C,A,D,A,A,A,D,A,A,C,B,C,D,B,A,C,A,A,C,D,C,A,D
10089355,C,C,A,C,A,A,A,D,D,A,A,B,A,B,B,A,C,A,A,D,A,A,A,D
20386594,A,D,A,C,D,C,A,B,B,A,A,B,C,A,D,A,D,B,A,A,D,C,D,D
20088519,C,A,B,D,A,D,A,D,A,C,C,C,A,C,B,C,D,A,B,C,D,C,A,C
10078586,C,D,C,D,D,A,A,C,A,A,D,B,D,D,A,A,D,D,C,D,D,C,D,C
10079357,A,A,B,C,B,A,A,D,B,A,C,D,B,A,A,A,D,A,B,D,A,C,B,C
10079043,A,B,A,A,B,A,A,D,B,A,A,D,A,C,A,A,D,C,A,D,C,A,B,D
10015113,A,C,C,A,A,A,D,B,B,B,C,B,D,A,A,A,A,A,C,B,A,A,A,A
10081926,A,D,A,C,A,A,A,D,A,A,C,B,D,D,A,A,D,D,A,D,D,C,B,D
20195038,D,D,B,C,D,C,A,D,C,A,D,B,C,B,D,C,A,A,B,B,D,A,D,C
20386554,B,B,A,B,B,C,A,D,B,A,A,A,D,D,B,A,D,A,D,D,D,C,A,A
20377052,B,D,A,C,B,D,A,D,B,C,C,B,B,B,D,A,D,D,A,D,D,C,A,C
10145448,C,C,D,A,B,A,A,B,B,A,A,B,A,A,B,A,D,A,C,A,B,C,B,C
20269513,C,A,B,C,A,A,A,A,B,A,A,A,B,B,B,B,A,B,D,A,A,A,A,B
10085958,B,C,D,C,D,A,A,B,D,C,D,C,C,C,B,B,D,C,C,B,D,C,B,C
10150074,B,D,A,C,C,A,A,D,C,A,D,C,A,A,A,C,C,C,D,B,D,B,B,B
10518095,C,B,B,B,A,A,A,D,C,A,A,D,C,C,D,A,D,B,D,D,C,A,D,A
10148906,B,C,B,C,B,A,A,A,B,A,C,A,B,B,B,B,B,A,A,D,D,A,A,C
10067031,C,A,B,C,A,B,A,D,B,A,A,A,B,B,B,A,B,B,D,B,C,C,A,C
10080356,C,D,B,C,C,B,A,B,A,A,B,B,D,A,B,D,B,A,C,A,C,C,B,C
10308757,C,C,B,C,C,A,A,D,B,D,C,B,D,D,A,A,C,A,A,D,B,B,A,C
10114954,C,A,A,C,B,C,A,D,A,A,D,B,A,B,B,B,A,A,A,A,A,A,D,D
20147542,B,A,A,B,C,C,A,D,A,C,D,D,C,B,A,C,A,D,C,B,C,A,A,C
10483978,C,C,C,C,A,A,A,D,A,A,D,B,B,A,A,A,A,B,A,D,D,C,A,D
20333079,A,A,A,A,A,A,C,A,C,B,B,B,B,A,A,A,D,A,A,A,B,A,A,B
10062160,C,A,A,C,A,B,A,A,A,C,A,D,D,C,A,D,A,C,B,C,A,C,C,B
20376965,C,A,B,C,B,D,A,D,B,A,D,B,B,D,B,A,D,A,A,D,C,C,D,C
20376966,C,A,C,C,B,A,A,D,C,A,C,B,B,B,B,A,C,A,A,A,D,C,B,B
20297352,C,C,A,A,B,C,A,A,D,A,D,A,B,C,D,A,A,D,B,C,C,B,C,C
20376969,C,D,A,C,B,C,A,D,A,A,A,A,D,D,D,A,D,A,D,D,C,D,D,C
10061755,C,D,A,B,B,A,A,D,A,A,B,B,A,D,B,A,C,A,A,D,D,A,A,D
10054314,C,D,A,D,B,A,A,C,A,A,D,C,A,A,A,A,D,B,A,A,C,A,A,B
10123360,C,A,A,D,B,A,A,D,C,D,B,D,C,B,B,B,D,B,D,D,C,A,A,B
20376978,C,D,A,D,B,D,A,A,A,C,C,B,A,B,A,A,A,B,A,A,D,C,A,C
10357966,A,A,A,C,B,A,A,B,B,A,A,B,C,B,B,A,D,B,D,A,A,C,C,D
10043237,C,B,A,C,C,A,A,D,B,C,C,B,D,D,B,A,C,A,A,D,D,C,A,B
10115419,C,B,C,A,B,A,A,A,A,A,C,B,B,A,B,A,C,A,A,D,A,C,B,B
20222202,C,A,A,C,A,D,A,D,A,A,A,A,A,B,B,A,C,A,A,D,D,C,A,D
20297557,C,D,A,C,A,A,A,D,A,A,C,B,D,A,B,A,C,A,D,D,D,C,C,B
10036829,B,B,A,D,B,A,A,B,D,D,C,B,D,C,B,B,A,A,C,C,C,A,B,D
20377004,C,A,A,C,B,A,A,D,C,C,C,C,B,D,A,A,A,A,A,D,D,C,B,C
