NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18,G4-LEG19,G4-LEG20,G4-LEG21,G4-LEG22,G4-LEG23,G4-LEG24
20365285,A,A,A,B,A,B,B,B,A,A,A,A,C,D,A,A,C,C,D,A,A,A,A,A
10309624,A,A,C,B,A,C,A,C,B,A,B,C,B,C,B,A,D,A,A,A,A,A,D,A
10394954,A,A,D,C,A,C,B,D,B,D,D,B,D,C,A,C,C,A,B,D,C,D,C,A
20319469,A,A,A,C,A,B,C,A,B,B,A,C,A,B,A,C,B,B,A,C,D,C,C,A
10172086,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,A,B,D,C,C,D,D,B,D
20363177,B,A,A,D,B,A,C,C,B,A,D,B,C,D,A,C,A,A,D,A,D,B,B,D
20276184,B,A,B,A,B,C,A,C,D,B,B,C,B,B,A,A,D,A,B,A,C,A,A,D
10142074,B,A,A,A,A,A,B,B,A,C,B,B,D,A,C,B,C,B,B,B,C,B,A,A
10187288,B,A,B,C,D,C,C,B,B,A,C,B,D,A,B,B,A,C,D,A,D,D,A,B
10089679,B,A,A,C,A,C,C,C,B,A,B,D,A,C,B,C,A,A,D,A,B,C,D,A
20389873,B,A,C,A,A,A,A,C,A,A,B,A,D,A,D,A,B,C,A,A,A,C,C,A
20330310,B,A,A,C,A,C,A,C,B,C,A,B,C,B,A,B,A,C,C,C,B,C,A,C
20378067,B,A,A,C,A,C,A,D,B,A,B,C,B,C,A,A,A,A,D,B,C,A,A,A
20267370,B,A,D,A,A,C,C,C,B,A,B,D,B,C,B,C,A,A,D,C,B,A,A,A
20374993,B,A,A,A,A,B,B,D,D,D,A,A,B,A,D,A,D,A,A,A,B,C,A,D
20398923,B,A,A,C,C,D,C,C,B,D,D,B,C,A,B,A,B,A,B,C,B,A,C,C
10176254,B,A,A,A,C,C,A,B,A,C,C,D,A,A,B,A,C,A,B,C,C,C,D,A
10047348,B,A,A,A,A,D,B,A,A,A,A,B,C,A,B,A,A,A,A,B,A,A,A,B
20213773,C,A,A,A,D,D,B,B,B,A,D,D,D,C,B,B,A,C,C,D,D,B,C,A
10096595,C,A,B,B,A,A,C,C,B,C,D,C,D,A,B,A,C,C,B,C,B,C,D,B
10182270,C,A,A,B,D,C,B,C,B,B,C,C,C,D,D,C,D,A,C,B,B,C,C,C
20337214,D,A,A,B,A,B,D,D,B,A,A,A,A,B,B,D,B,C,C,C,A,A,D,B
10149336,D,A,D,C,A,B,A,D,B,A,C,D,B,A,B,B,B,D,A,C,D,C,A,D
10184912,D,A,D,B,B,A,A,D,D,A,B,C,A,D,A,C,A,D,A,D,A,B,A,C
20331695,A,B,B,A,D,C,B,A,B,B,B,B,B,C,C,B,A,C,C,C,B,B,D,B
10325868,A,B,A,B,D,A,D,D,B,A,C,C,B,D,B,D,A,B,A,D,C,D,A,B
10149646,A,B,B,B,A,C,A,C,C,D,B,B,B,A,B,C,C,A,A,D,B,A,A,B
10085471,A,B,A,D,C,D,A,C,A,C,D,A,A,C,D,A,A,B,C,B,C,A,A,A
3634958,A,B,A,C,D,B,A,A,B,D,A,A,B,D,C,C,C,A,B,A,A,A,A,B
10081071,A,B,D,D,A,B,B,C,A,B,C,C,B,C,D,C,C,B,C,C,A,D,C,A
20104080,A,B,B,C,C,C,B,B,B,B,C,C,B,B,C,B,B,B,D,B,B,A,B,C
20330605,A,B,C,C,C,A,B,C,D,A,A,B,C,C,C,C,C,C,C,B,C,C,C,B
10098391,B,B,A,B,A,D,C,D,B,B,D,B,A,B,A,A,A,A,A,D,C,C,D,B
20248877,B,B,A,C,A,B,C,C,D,A,B,B,B,A,A,A,A,A,C,B,A,C,B,A
10024570,B,B,A,B,A,C,C,C,B,A,B,A,B,C,B,A,D,A,D,C,A,D,A,B
20226838,B,B,C,C,D,D,C,B,B,A,C,A,A,C,C,A,A,A,B,B,D,D,B,C
10083563,B,B,B,C,C,B,C,B,B,B,A,B,B,A,A,B,A,A,D,B,A,A,A,B
10206065,B,B,A,C,B,C,D,B,B,C,A,C,D,D,C,C,C,A,D,B,B,B,D,C
20063730,B,B,B,B,A,D,C,D,C,B,A,B,D,B,A,D,A,C,C,B,A,D,A,B
20209812,B,B,D,B,D,C,D,D,C,C,A,B,B,D,B,C,C,B,B,C,B,D,C,D
20300270,B,B,B,B,A,C,A,A,A,B,A,B,D,C,B,B,C,D,A,D,B,A,A,B
10095406,B,B,A,B,A,A,C,C,B,A,B,A,B,A,A,C,A,C,A,A,A,A,D,A
10132391,B,B,B,B,B,D,A,A,B,D,A,C,C,C,C,B,C,D,C,B,C,D,C,B
10351062,B,B,A,B,B,C,C,C,D,A,B,A,B,D,D,A,C,C,B,A,D,A,C,C
10040852,B,B,A,C,D,D,A,D,B,D,C,D,A,B,B,D,C,C,C,C,B,C,C,D
20123493,C,B,A,C,D,B,B,A,B,C,B,B,D,C,B,A,A,A,D,A,B,B,B,D
10373143,C,B,C,B,C,D,A,A,C,B,D,A,A,B,D,A,C,B,C,B,D,C,D,A
20324208,C,B,B,A,D,C,D,B,A,B,B,B,B,A,B,C,B,B,B,B,B,B,C,C
20176534,C,B,A,B,A,B,A,C,C,D,A,A,A,C,D,D,A,C,A,C,A,B,C,B
20289504,C,B,B,C,C,C,B,C,B,A,A,C,B,B,C,B,A,B,B,A,B,B,C,C
20211323,C,B,C,B,A,B,C,C,B,B,C,C,C,C,C,C,D,B,B,A,D,D,C,B
10022812,C,B,B,B,C,B,B,C,C,D,D,A,C,B,C,C,C,B,B,A,C,C,A,B
6137129,D,B,A,A,C,C,D,A,B,B,B,C,B,D,B,B,A,A,A,A,B,D,B,C
19886542,A,C,A,B,B,A,C,A,C,C,C,A,A,B,B,C,A,C,A,B,A,C,B,A
20345455,A,C,D,B,C,C,D,B,B,B,C,A,C,A,B,C,A,B,D,A,C,A,C,D
20387769,A,C,B,A,B,C,A,A,A,B,A,B,A,B,D,B,C,A,C,B,B,B,D,C
10092588,A,C,A,B,A,C,C,A,B,B,B,A,B,C,B,B,A,C,D,A,B,C,D,A
20285573,A,C,B,C,B,C,B,C,D,C,B,D,C,B,C,B,A,D,B,B,B,B,B,B
20015743,A,C,A,B,A,C,C,D,A,A,B,A,B,B,B,A,C,C,B,C,A,B,B,B
20407548,A,C,A,C,B,B,C,B,A,B,C,C,C,A,C,D,B,B,D,C,C,B,B,A
20175142,A,C,C,A,A,D,A,D,C,A,A,D,C,B,B,A,B,A,C,B,D,C,A,A
10132534,A,C,A,B,C,A,D,A,A,A,A,B,B,C,C,A,D,A,B,B,A,A,A,D
20403868,A,C,D,B,A,D,C,B,A,D,A,C,D,A,B,D,B,C,C,A,B,D,D,A
10091206,A,C,A,B,A,C,C,C,B,D,D,B,B,D,A,C,D,D,D,C,A,C,B,A
20354491,B,C,A,D,A,C,B,B,B,A,A,B,B,A,C,B,B,B,C,A,B,B,C,B
20230581,B,C,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,B,A,A,B,A,A,A
20340981,B,C,D,B,A,D,A,C,B,B,A,C,B,D,A,A,C,A,D,A,A,A,B,A
10060430,B,C,A,B,C,C,D,C,A,C,D,B,B,C,A,A,D,D,C,C,C,A,D,B
20407735,B,C,B,B,B,B,B,B,A,C,A,C,C,B,B,A,B,A,C,B,B,B,B,D
10056818,B,C,D,B,A,C,C,C,A,A,A,D,B,A,D,A,D,D,D,B,B,C,C,D
20341569,B,C,A,A,B,C,B,B,D,C,D,B,C,D,D,A,A,A,D,B,C,B,A,D
20337212,B,C,A,A,A,C,C,B,B,C,B,D,D,D,C,B,B,B,D,A,B,B,B,B
20257309,B,C,A,A,C,A,C,A,B,D,C,B,B,C,A,B,C,A,D,C,C,A,C,D
20099625,B,C,A,B,A,C,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,A,B
10147971,B,C,A,B,C,C,C,C,B,B,A,D,A,D,B,C,C,A,A,A,B,A,D,A
20336820,B,C,B,D,A,C,C,A,B,A,B,A,A,C,D,A,C,A,D,B,A,C,C,C
20400151,B,C,B,D,C,C,C,C,B,A,B,D,B,C,D,C,B,A,D,A,A,C,C,B
10080828,B,C,A,B,C,C,C,C,B,C,B,B,B,B,A,B,A,B,C,C,B,A,C,D
20341552,B,C,A,B,C,C,C,B,A,C,C,A,B,A,A,A,D,C,C,C,C,C,B,B
20381411,B,C,C,B,A,C,C,C,D,B,D,C,C,D,A,A,A,A,D,A,A,C,C,A
20214933,B,C,A,B,C,C,A,B,D,D,A,B,A,D,A,A,C,A,A,A,A,A,C,A
10014502,B,C,A,B,B,B,C,C,C,C,A,A,B,A,B,A,C,A,A,A,C,A,D,A
20169797,B,C,A,B,A,C,B,B,A,A,D,D,B,C,B,A,D,C,D,B,B,A,B,D
20246573,B,C,A,B,A,C,D,D,C,C,B,A,D,C,D,A,A,A,D,B,D,A,D,A
10097457,B,C,A,C,A,C,C,C,B,A,B,A,B,A,D,C,C,D,D,B,C,C,A,A
20243834,B,C,C,A,B,D,B,A,A,C,A,C,B,A,D,B,A,A,A,B,A,A,C,B
20300279,B,C,D,B,C,C,D,D,D,C,D,A,C,A,A,D,B,D,C,D,D,B,C,C
20300272,B,C,A,B,A,C,C,C,B,C,B,D,B,B,B,C,A,C,A,D,A,C,A,A
20248134,B,C,A,B,A,C,A,A,B,B,B,A,D,A,C,D,A,B,B,D,A,B,C,C
20240650,B,C,B,B,A,C,A,C,B,B,B,A,B,C,B,A,A,A,D,B,B,A,B,A
20129967,B,C,A,B,A,A,B,B,B,B,C,C,B,B,B,B,B,B,B,A,B,B,A,B
10145112,B,C,A,B,A,C,C,C,B,B,B,D,B,D,B,C,A,C,D,A,B,A,D,A
20249353,B,C,A,D,A,C,A,C,C,C,A,C,B,C,A,A,A,A,D,C,A,A,A,A
10104745,B,C,D,B,C,C,C,A,C,A,C,D,A,A,C,B,B,D,C,B,D,C,B,D
20203522,B,C,A,B,A,C,C,C,B,C,C,D,B,C,B,A,A,D,D,A,A,C,C,A
10106301,B,C,B,C,A,C,C,D,A,C,A,C,D,A,A,D,D,A,A,B,D,A,A,C
10181723,B,C,D,B,A,A,C,C,B,A,D,D,B,C,B,A,C,A,D,A,A,D,B,A
20343001,B,C,A,B,B,B,A,A,A,B,B,C,A,A,A,A,A,A,A,A,A,A,A,A
20283979,B,C,A,D,D,C,C,C,B,A,B,D,A,B,B,A,C,A,D,C,A,C,B,A
10317436,B,C,A,D,B,D,D,B,D,C,A,C,D,D,D,D,B,D,B,B,D,D,D,A
10351168,B,C,A,A,A,A,A,B,C,B,B,B,B,B,C,C,C,C,A,C,D,D,B,B
10183386,B,C,A,D,A,C,C,C,B,C,B,A,B,C,D,C,A,A,D,B,B,C,D,A
20226665,B,C,A,B,B,C,C,C,B,A,C,C,B,C,B,A,A,A,D,C,A,C,B,A
10349642,B,C,A,B,C,C,B,A,A,A,B,C,D,B,C,B,C,A,A,A,A,D,D,D
10025087,B,C,A,D,D,C,A,C,D,B,B,A,A,B,B,C,D,C,D,C,B,C,D,D
10401071,B,C,D,C,C,C,C,C,C,C,C,D,B,C,B,D,D,A,C,A,A,A,A,A
10023877,B,C,A,B,A,D,A,C,A,D,C,D,C,A,C,A,C,A,A,C,D,C,B,B
20060411,B,C,A,B,A,C,D,C,B,A,B,D,B,C,B,C,A,A,D,A,B,C,D,A
20088799,B,C,A,D,A,C,A,D,B,D,D,B,B,B,C,B,B,D,D,A,A,C,A,D
10193693,B,C,A,D,A,D,B,A,B,A,D,D,B,A,B,A,B,C,D,B,C,B,C,B
20366976,B,C,B,B,A,C,C,C,B,A,B,D,B,C,B,A,A,A,D,A,A,C,D,C
