NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18,G4-LEG19,G4-LEG20,G4-LEG21,G4-LEG22,G4-LEG23,G4-LEG24
19997896,C,A,A,A,C,D,B,B,A,B,A,A,A,B,B,D,C,A,A,C,B,D,A,D
19997894,C,A,A,D,A,D,C,D,A,D,C,B,A,D,D,A,C,B,A,A,A,D,C,B
20291474,C,A,A,C,B,C,B,B,A,B,A,B,A,D,B,A,C,C,A,D,B,A,C,D
20095991,A,A,B,A,A,D,B,B,B,A,C,C,A,B,A,C,C,A,A,A,C,B,B,D
10077405,C,A,A,D,B,A,B,C,A,A,C,B,A,D,B,A,C,D,A,B,A,A,A,A
20066187,C,A,A,D,B,D,B,B,A,B,C,B,A,B,C,A,C,D,A,C,B,B,B,D
20174659,B,C,A,B,A,A,B,B,A,C,C,C,B,B,D,D,C,C,C,C,A,B,B,D
20097109,C,A,A,B,A,A,B,D,C,D,D,A,A,B,B,B,C,A,D,C,A,B,A,C
20097297,C,A,A,A,B,B,B,B,A,B,A,D,C,B,D,A,B,B,A,A,C,D,B,B
20097076,C,A,C,D,C,D,B,B,D,D,C,D,A,B,B,A,C,A,A,C,A,D,C,D
20281771,C,A,A,A,A,D,B,B,B,D,B,B,A,B,A,A,D,C,A,B,D,D,C,D
20097347,C,A,A,B,A,A,B,C,B,A,B,C,C,A,B,A,C,C,D,C,A,A,B,D
20097587,C,A,A,A,C,D,B,C,B,D,C,C,C,D,A,A,C,C,C,A,B,A,C,D
10003360,A,B,A,B,B,C,A,A,B,B,C,B,C,B,A,B,D,C,B,B,A,B,A,B
20098274,D,A,A,C,A,A,B,B,A,A,A,A,A,A,B,A,C,D,A,A,B,A,A,B
20098524,C,A,A,D,B,D,B,B,A,D,C,B,C,A,B,A,C,C,A,B,D,D,B,D
19863322,C,A,A,C,B,C,B,A,B,B,B,D,B,C,B,A,C,C,C,B,C,D,A,B
20098397,C,A,A,A,A,A,B,B,B,A,C,C,A,B,B,A,C,B,A,C,B,D,B,A
10024331,D,A,A,A,A,D,C,D,D,A,D,C,C,C,D,A,C,D,A,B,A,A,A,A
20098860,C,A,A,A,B,D,B,C,A,A,C,B,A,B,D,A,C,C,A,C,B,D,B,B
20099421,D,A,A,A,B,D,B,B,D,B,D,B,C,C,A,A,C,C,B,B,B,D,B,D
20100017,D,A,B,A,B,A,A,D,C,D,B,A,A,C,B,B,A,D,D,B,A,D,A,A
20228720,D,A,D,A,B,D,B,C,A,D,C,D,C,D,A,A,C,A,A,C,A,D,B,B
20292215,C,A,A,A,B,D,B,B,A,B,B,D,A,D,C,A,A,A,A,C,A,B,A,A
19863387,D,A,C,A,C,A,A,B,D,C,D,B,A,B,D,A,C,A,A,D,D,D,B,D
20273018,C,A,A,C,B,D,B,B,B,D,C,D,A,D,B,C,C,A,A,C,A,D,C,D
20100436,C,A,A,A,B,D,B,B,A,A,B,D,A,A,C,D,C,A,C,B,B,D,B,C
7281471,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,C,C,B,B,A,B,A,A,A
20097001,C,C,B,A,D,C,C,D,D,C,C,C,C,C,C,C,C,C,B,B,C,B,A,B
19863271,C,A,C,D,B,C,B,B,B,B,D,B,A,D,B,D,C,A,A,C,A,A,C,A
19713018,A,B,A,A,A,A,B,A,A,C,B,C,B,B,D,A,A,D,A,B,B,C,A,C
20100524,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,B,A
20100502,A,C,D,B,A,A,B,D,A,A,B,D,C,C,B,A,C,B,D,A,A,B,A,D
20097617,C,A,A,A,B,D,C,B,A,A,A,A,A,B,D,A,A,A,A,B,A,A,B,D
7281474,C,A,A,A,A,D,B,C,B,A,D,D,A,B,B,A,C,B,A,C,A,D,C,A
19928198,C,A,A,A,B,D,D,B,B,C,B,D,A,B,B,A,C,C,A,C,A,D,D,D
19885457,C,A,A,C,D,A,B,A,A,B,D,A,C,C,C,A,A,D,B,C,B,A,D,B
19863316,C,A,A,C,D,B,C,A,B,A,A,B,B,B,B,C,B,A,D,A,A,B,B,A
19713030,C,A,C,C,B,C,C,B,A,B,D,B,C,C,C,D,C,D,C,C,A,B,B,A
20084146,C,A,A,C,B,D,A,A,B,C,A,B,C,D,C,C,A,C,B,B,C,C,D,C
20095781,C,A,A,C,B,A,B,B,A,B,A,C,D,B,B,A,A,A,A,A,B,D,C,A
2652610,C,A,A,D,A,A,A,D,A,D,A,D,C,C,B,A,C,A,A,C,A,D,C,A
5105026,C,A,C,D,D,D,A,B,A,A,D,D,A,B,C,C,C,D,A,C,B,D,B,C
19896411,B,C,C,B,D,C,C,C,D,C,B,A,C,C,B,B,C,D,A,C,B,C,D,B
7322198,C,A,D,A,D,D,B,B,B,D,B,D,D,C,B,D,C,D,A,C,A,D,D,A
19980363,B,C,C,A,B,A,B,A,B,B,B,C,B,B,C,B,B,A,A,B,A,A,A,C
19893723,C,A,A,C,B,D,D,B,A,D,C,B,A,A,A,A,A,A,A,C,D,D,B,D
20119802,B,C,C,B,A,A,A,C,A,A,D,C,C,D,D,B,B,C,C,A,B,A,C,A
20140788,C,A,A,A,D,D,C,B,A,A,B,A,A,B,B,B,C,B,B,A,B,A,B,B
20118450,C,A,C,A,B,A,B,B,A,A,D,B,A,B,B,A,D,A,A,C,A,A,C,C
20113573,A,B,A,A,B,A,C,B,A,A,B,D,C,C,D,B,C,A,D,A,C,C,A,B
20217027,C,D,B,A,A,A,C,D,C,A,D,D,A,B,C,D,B,B,D,A,C,C,A,C
7119272,C,B,B,A,D,C,D,D,D,B,D,D,B,D,D,B,D,D,C,D,A,A,C,D
20066794,A,A,A,A,B,B,D,C,B,A,A,D,C,B,A,C,D,A,D,C,A,A,C,C
19980790,D,A,A,B,D,B,B,B,B,A,D,D,C,A,B,A,C,A,A,C,A,A,C,C
20227473,D,C,A,C,B,B,D,B,A,D,A,A,D,A,D,C,C,C,D,B,D,B,B,A
19846808,C,B,A,B,B,A,A,A,A,B,A,A,B,A,B,C,C,C,A,A,A,A,A,C
20168675,C,C,C,B,C,B,C,D,C,D,C,C,D,B,B,C,C,C,C,C,D,C,C,C
3009101,D,D,A,A,B,C,C,B,A,D,A,A,D,C,A,B,A,A,A,D,A,A,C,C
19878952,C,D,C,A,D,A,C,B,D,C,A,D,B,C,C,A,B,D,D,B,B,A,B,D
10196185,B,D,A,A,D,D,C,C,C,C,B,A,B,B,C,C,B,C,B,A,C,B,C,B
20061617,C,A,A,C,B,B,C,D,D,A,B,A,B,A,C,A,C,A,A,C,A,B,A,A
20206671,C,A,C,C,A,B,C,A,A,B,A,B,A,D,A,A,C,A,C,C,D,C,C,C
5362305,A,B,A,D,C,D,D,C,A,D,C,B,B,B,C,A,D,C,D,B,C,C,B,A
20113523,C,A,D,D,D,D,B,B,B,D,A,B,A,D,A,A,C,B,A,C,A,D,C,D
20271640,B,A,D,D,D,D,B,B,C,D,A,A,A,B,B,A,C,B,A,C,A,D,A,D
20236377,C,A,A,A,B,D,C,B,A,D,C,C,A,B,B,A,C,A,A,C,B,D,B,D
20236380,C,A,D,D,D,D,B,B,C,D,A,D,A,B,A,A,C,B,A,C,A,D,C,D
20216915,C,A,A,D,A,A,B,B,B,D,A,B,C,B,B,A,C,B,A,C,A,D,C,A
10205347,C,A,D,D,D,D,B,B,C,B,A,B,A,B,B,A,C,A,A,C,A,D,B,D
20229842,C,A,A,D,B,A,B,A,A,B,B,A,A,B,B,D,C,D,A,B,A,D,A,D
20050360,C,A,A,D,B,D,B,B,A,D,B,A,A,B,B,A,C,D,A,B,A,D,C,D
20045536,C,B,C,B,A,C,B,B,C,C,A,B,D,A,A,B,A,C,A,B,A,B,B,B
20230522,A,A,A,B,B,A,D,B,B,C,D,A,B,A,A,A,C,A,A,A,D,A,A,D
20316458,C,A,A,A,B,D,D,B,B,B,C,C,C,D,B,D,C,C,A,C,B,C,B,D
19854572,D,B,B,A,C,B,B,C,B,D,B,D,C,C,D,B,A,C,B,C,C,A,C,A
19854621,C,A,A,B,B,D,D,C,B,D,C,A,D,A,B,A,C,C,D,D,C,A,A,D
20184446,B,A,A,A,B,A,B,D,A,B,D,D,A,A,B,A,B,A,B,A,A,B,C,A
19844491,C,A,A,D,A,D,B,D,B,D,C,C,A,C,B,D,C,C,A,A,A,A,D,D
20134866,D,A,D,B,C,D,C,A,B,C,D,D,A,C,A,A,C,A,A,B,B,D,A,A
20020722,D,A,C,B,A,D,C,A,D,A,A,A,B,A,D,A,C,C,B,A,A,A,A,A
20003623,D,B,C,A,A,C,D,C,C,D,A,D,D,B,C,C,B,B,B,B,D,B,B,D
20169379,C,A,B,A,B,B,B,A,B,B,B,B,A,A,B,A,B,B,B,A,A,A,B,C
20404912,D,A,A,C,A,D,C,B,C,D,B,B,D,C,D,B,C,B,A,D,C,D,B,D
